收集時間,站點編號,站點名稱,行政區,可借車輛,可還空位,總停車格,營運狀態,地址,緯度,經度
2026-01-26 10:45:07,500104001,YouBike2.0_劍潭抽水站,士林區,16,1,17,營運中,通河東街325巷/通河東街口,25.08128,121.51784
2026-01-26 10:45:07,500104002,YouBike2.0_通河東街大南路口,士林區,7,6,15,營運中,通河東街1段192號(旁),25.08914,121.51542
2026-01-26 10:45:07,500104003,YouBike2.0_福港街停車場,士林區,0,38,38,營運中,華齡街175號(旁),25.08695,121.51901
2026-01-26 10:45:07,500104004,YouBike2.0_百齡國小,士林區,0,50,50,營運中,前港街104號(對面),25.08521,121.51918
2026-01-26 10:45:07,500104005,YouBike2.0_雨聲街165巷口,士林區,18,6,24,營運中,雨聲街/雨聲街165巷(西北側),25.10277,121.53357
2026-01-26 10:45:07,500104006,YouBike2.0_天和公園,士林區,9,5,16,營運中,中山北路七段14巷(公園西側),25.12011,121.53357
2026-01-26 10:45:07,500104007,YouBike2.0_中山天母路口,士林區,14,14,29,營運中,天母西路3-55號前人行道,25.11856,121.52964
2026-01-26 10:45:07,500104008,YouBike2.0_天母運動公園,士林區,1,61,62,營運中,忠誠路二段/忠誠路二段207巷(東南側),25.11633,121.53414
2026-01-26 10:45:07,500104009,YouBike2.0_臺北市立大學(天母校區),士林區,6,42,48,營運中,士東路276號至280號對面人行道,25.11356,121.53718
2026-01-26 10:45:07,500104010,YouBike2.0_忠誠路二段53巷,士林區,8,26,37,營運中,忠誠路2段53巷7號(對面),25.11127,121.53244
2026-01-26 10:45:07,500104012,YouBike2.0_天母棒球場,士林區,10,16,26,營運中,忠誠路二段122號(對面),25.11341,121.53195
2026-01-26 10:45:07,500104013,YouBike2.0_天母北天玉街口,士林區,1,21,22,營運中,天母北路33號(前),25.12011,121.52652
2026-01-26 10:45:07,500104014,YouBike2.0_蘭興公園,士林區,2,59,61,營運中,中山北路六段/士東路(西北側),25.11184,121.52589
2026-01-26 10:45:07,500104015,YouBike2.0_明勝公園,士林區,8,6,14,營運中,承德路4段6巷71號(對面),25.08009,121.51895
2026-01-26 10:45:07,500104016,YouBike2.0_劍潭海外青年活動中心,士林區,11,12,23,營運中,中山北路4段/通河街口,25.07994,121.52426
2026-01-26 10:45:07,500104018,YouBike2.0_忠誠路一段173巷口,士林區,4,7,11,營運中,忠誠路一段177號(前),25.10813,121.5304
2026-01-26 10:45:07,500104019,YouBike2.0_雨農國小,士林區,1,19,21,營運中,忠義街6號對側,25.1054,121.5295
2026-01-26 10:45:07,500104020,YouBike2.0_忠誠公園,士林區,23,2,25,營運中,忠誠路一段18號(對面),25.10399,121.52593
2026-01-26 10:45:07,500104021,YouBike2.0_芝山抽水站,士林區,6,35,41,營運中,至誠路二段47-49號(前),25.10155,121.52832
2026-01-26 10:45:07,500104022,YouBike2.0_至誠路一段305巷口,士林區,0,21,21,營運中,至誠路一段303號(對面),25.10186,121.53083
2026-01-26 10:45:07,500104023,YouBike2.0_華齡公園,士林區,13,19,32,營運中,劍潭路76號(對面),25.08302,121.52069
2026-01-26 10:45:07,500104024,YouBike2.0_前港公園(福德宮),士林區,0,18,18,營運中,後港街134巷/後港街口,25.08671,121.52096
2026-01-26 10:45:07,500104025,YouBike2.0_華齡街185巷口,士林區,0,12,12,營運中,華齡街188號(前),25.08828,121.51985
2026-01-26 10:45:07,500104026,YouBike2.0_前港公園(前港街),士林區,0,27,27,營運中,前港街48號(對面),25.0848,121.52125
2026-01-26 10:45:07,500104027,YouBike2.0_百齡高中,士林區,7,20,27,營運中,承德路四段179巷/承德路4段口,25.08736,121.52272
2026-01-26 10:45:07,500104028,YouBike2.0_捷運芝山站(2號出口),士林區,27,23,50,營運中,福華路151號(對面),25.10364,121.52219
2026-01-26 10:45:07,500104029,YouBike2.0_臺灣戲曲中心,士林區,8,17,25,營運中,文林路751號(南側),25.10208,121.51979
2026-01-26 10:45:07,500104030,YouBike2.0_捷運劍潭站(2號出口),士林區,14,35,49,營運中,基河路18號(對面),25.08388,121.52535
2026-01-26 10:45:07,500104031,YouBike2.0_劍潭基河路口,士林區,12,29,66,營運中,劍潭路基河路口(捷運站橋下空間),25.08403,121.5249
2026-01-26 10:45:07,500104032,YouBike2.0_志成公園,士林區,1,22,23,營運中,雨農路7巷口,25.09716,121.53214
2026-01-26 10:45:07,500104033,YouBike2.0_福林國小,士林區,5,9,14,營運中,福志路50號(對面),25.09896,121.53025
2026-01-26 10:45:07,500104034,YouBike2.0_中山中正路口,士林區,11,6,19,營運中,中山北路五段609號(前),25.09651,121.52753
2026-01-26 10:45:07,500104035,YouBike2.0_士林運動中心,士林區,1,28,30,營運中,士商路1號(前),25.08911,121.52154
2026-01-26 10:45:07,500104036,YouBike2.0_陽明高中,士林區,28,48,77,營運中,中正路510號(前),25.09164,121.51706
2026-01-26 10:45:07,500104037,YouBike2.0_兒童新樂園,士林區,1,22,23,營運中,承德路五段55號(旁公車亭),25.09631,121.51449
2026-01-26 10:45:07,500104038,YouBike2.0_臺北市立天文館,士林區,32,18,50,營運中,基河路363號(前),25.09598,121.51776
2026-01-26 10:45:07,500104039,YouBike2.0_華聲公園,士林區,24,9,35,營運中,華聲街17號(南側路側),25.09619,121.5223
2026-01-26 10:45:07,500104040,YouBike2.0_福林公園,士林區,13,10,25,營運中,福林路/中山北路五段(東北側),25.09419,121.52833
2026-01-26 10:45:07,500104041,YouBike2.0_捷運士林站(2號出口),士林區,1,29,30,營運中,中山北路五段505巷44弄2號(對面),25.09343,121.52642
2026-01-26 10:45:07,500104042,YouBike2.0_銘傳大學,士林區,8,18,26,營運中,中山北路五段250號(銘傳大學對側),25.08771,121.52677
2026-01-26 10:45:07,500104043,YouBike2.0_士林高商,士林區,25,1,26,營運中,士商路150號(校門旁),25.09435,121.51702
2026-01-26 10:45:07,500104044,YouBike2.0_蘭雅公園,士林區,15,23,38,營運中,忠誠路二段/忠誠路二段40巷(西南側),25.10991,121.53039
2026-01-26 10:45:07,500104045,YouBike2.0_聯合醫院陽明院區,士林區,16,9,25,營運中,雨聲街105號(南側),25.10455,121.53195
2026-01-26 10:45:07,500104046,YouBike2.0_捷運芝山站(1號出口),士林區,11,24,35,營運中,福華路114號(對面),25.10225,121.52286
2026-01-26 10:45:07,500104047,YouBike2.0_至誠公園,士林區,13,7,20,營運中,至誠路一段80號(對面),25.10143,121.53585
2026-01-26 10:45:07,500104048,YouBike2.0_原住民文化主題公園,士林區,10,10,21,營運中,至善路二段280號(對面),25.10113,121.55159
2026-01-26 10:45:07,500104049,YouBike2.0_通河東街2段10巷口,士林區,4,11,15,暫停,通河東街2段5號(對面),25.09106,121.51502
2026-01-26 10:45:07,500104050,YouBike2.0_梅林新村,士林區,7,18,25,營運中,至善路一段/至善路一段138巷(北側),25.09755,121.54036
2026-01-26 10:45:07,500104051,YouBike2.0_延平北中正路口,士林區,9,21,30,營運中,中正路613號(對面),25.08678,121.50948
2026-01-26 10:45:07,500104052,YouBike2.0_重慶北路四段190巷口,士林區,2,10,13,營運中,重慶北路四段198號(前),25.08505,121.51166
2026-01-26 10:45:07,500104053,YouBike2.0_重慶北葫東街口,士林區,5,10,15,營運中,重慶北路四段177號(前),25.08393,121.51169
2026-01-26 10:45:07,500104054,YouBike2.0_葫蘆國小,士林區,6,24,30,營運中,環河北路三段/葫蘆街(東北側),25.08254,121.5075
2026-01-26 10:45:07,500104055,YouBike2.0_士林3號廣場,士林區,18,20,38,營運中,中山北路六段81號(旁),25.10459,121.52417
2026-01-26 10:45:07,500104056,YouBike2.0_社正公園,士林區,7,8,15,營運中,社中街39號(對面),25.08824,121.51054
2026-01-26 10:45:07,500104057,YouBike2.0_社子國小,士林區,5,5,11,營運中,延平北路六段258巷/社中街(南側),25.09186,121.50292
2026-01-26 10:45:07,500104058,YouBike2.0_社中街384巷口,士林區,12,12,24,營運中,通河西街二段194號(對面),25.09346,121.50376
2026-01-26 10:45:07,500104059,YouBike2.0_忠誠路一段138號,士林區,6,9,15,營運中,忠誠路一段138號(斜前方),25.10641,121.52944
2026-01-26 10:45:07,500104060,YouBike2.0_社子公園,士林區,10,18,31,營運中,永平街20巷37弄/永平街20巷11弄(社子公園南側),25.0902,121.50622
2026-01-26 10:45:07,500104061,YouBike2.0_國立故宮博物院,士林區,9,18,27,營運中,力行街8號(對面),25.09833,121.54788
2026-01-26 10:45:07,500104062,YouBike2.0_泰北高中,士林區,4,19,23,營運中,福林路240號(前),25.09763,121.53402
2026-01-26 10:45:07,500104063,YouBike2.0_後港公園,士林區,9,5,15,營運中,通河東街二段26號(旁公園),25.09312,121.51419
2026-01-26 10:45:07,500104064,YouBike2.0_重慶北路四段117號,士林區,16,8,24,營運中,重慶北路四段117號(前),25.08279,121.51219
2026-01-26 10:45:07,500104065,YouBike2.0_社子島島頭公園,士林區,9,13,22,營運中,延平北路九段323號(後方堤外),25.10893,121.46639
2026-01-26 10:45:07,500104066,YouBike2.0_延平北路八段133巷口,士林區,2,20,22,營運中,延平北路八段133巷42號(對面),25.10304,121.48297
2026-01-26 10:45:07,500104067,YouBike2.0_坤天亭,士林區,6,7,14,營運中,延平北路八段96巷15號(前),25.1064,121.4836
2026-01-26 10:45:07,500104068,YouBike2.0_社子島濕地解說小築,士林區,9,5,15,營運中,社子島濕地解說小築,25.11314,121.48974
2026-01-26 10:45:07,500104069,YouBike2.0_福安國中,士林區,12,13,25,營運中,延平北路七段250號(前),25.10261,121.48819
2026-01-26 10:45:07,500104070,YouBike2.0_福安消防分隊,士林區,5,15,20,營運中,延平北路七段42之7號(對面),25.09669,121.49706
2026-01-26 10:45:07,500104071,YouBike2.0_聖山綠地,士林區,1,12,15,營運中,忠義街94號(旁),25.10696,121.53234
2026-01-26 10:45:07,500104072,YouBike2.0_芝山國小,士林區,21,17,38,營運中,德行東路285號(德行東路283巷側人行道),25.11044,121.53595
2026-01-26 10:45:07,500104073,YouBike2.0_士林新天地,士林區,21,8,29,營運中,大南路325號前方,25.08899,121.51751
2026-01-26 10:45:07,500104074,YouBike2.0_蘭雅國小,士林區,20,10,30,營運中,礦溪街與中山北路六段195巷口,25.10775,121.52312
2026-01-26 10:45:07,500104075,YouBike2.0_中正基河路口,士林區,21,16,37,營運中,中正路420號(基河路300巷),25.09382,121.51921
2026-01-26 10:45:07,500104076,YouBike2.0_福林公園(福林路),士林區,15,31,47,營運中,福林路15號(前),25.09587,121.53123
2026-01-26 10:45:07,500104077,YouBike2.0_至善臨溪路口,士林區,2,46,48,營運中,至善路一段/臨溪路(西南側),25.09709,121.54229
2026-01-26 10:45:07,500104078,YouBike2.0_市立圖書館葫蘆堵分館,士林區,11,7,18,營運中,延平北路五段136巷1號前,25.08217,121.51074
2026-01-26 10:45:07,500104079,YouBike2.0_東山路110巷口,士林區,6,10,16,營運中,東山路114號對側,25.11306,121.53945
2026-01-26 10:45:07,500104080,YouBike2.0_永平社會住宅,士林區,5,10,15,營運中,環河北路三段261巷2號,25.08887,121.50314
2026-01-26 10:45:07,500104081,YouBike2.0_雨農橋,士林區,1,15,16,營運中,福志路14巷42號(對面),25.10012,121.53253
2026-01-26 10:45:07,500104082,YouBike2.0_通河街76巷/承德路四段10巷口,士林區,1,12,14,營運中,承德路四段10巷37號(旁),25.08019,121.5202
2026-01-26 10:45:07,500104083,YouBike2.0_芝山聖佑宮,士林區,13,12,25,營運中,雨聲街90號旁,25.10455,121.53025
2026-01-26 10:45:07,500104084,YouBike2.0_至誠雨聲街口,士林區,1,8,9,營運中,至誠路二段與雨聲街口東北側,25.10199,121.52927
2026-01-26 10:45:07,500104085,YouBike2.0_捷運線型公園(後街),士林區,1,27,28,營運中,後街15號旁,25.09812,121.52449
2026-01-26 10:45:07,500104086,YouBike2.0_天母公園,士林區,6,6,12,營運中,中山北路七段141巷30號對側,25.12408,121.53003
2026-01-26 10:45:07,500104087,YouBike2.0_基河文林路口,士林區,25,25,50,營運中,基河路3-1號對側人行道,25.08637,121.5247
2026-01-26 10:45:07,500104088,YouBike2.0_文林福華路口,士林區,14,5,19,營運中,文林路 / 福華路口(東側),25.10094,121.52243
2026-01-26 10:45:07,500104089,YouBike2.0_劍潭海外青年活動中心_1,士林區,2,37,39,暫停,通河街 / 通河街2巷(南側),25.0796,121.5237
2026-01-26 10:45:07,500104090,YouBike2.0_社子國小_1,士林區,29,17,50,營運中,延平北路六段/社中街(社子國小對面跨提便道橋下),25.09029,121.50189
2026-01-26 10:45:07,500104091,YouBike2.0_捷運劍潭站(1號出口),士林區,24,45,70,營運中,捷運劍潭站(1號出口)北側,25.08577,121.52531
2026-01-26 10:45:07,500104092,YouBike2.0_德行東山路口,士林區,6,6,12,營運中,德行東路/東山路(西北側),25.1107,121.53999
2026-01-26 10:45:07,500104094,YouBike2.0_重慶北通河西街口,士林區,3,9,12,營運中,重慶北路四段276號(前),25.08756,121.51177
2026-01-26 10:45:07,500104095,YouBike2.0_葫蘆國小(延平北路五段285巷),士林區,11,14,25,營運中,環河北路三段/延平北路五段285巷,25.08406,121.5067
2026-01-26 10:45:07,500104096,YouBike2.0_社子市場,士林區,0,15,15,營運中,延平北路六段67號旁,25.0881,121.50873
2026-01-26 10:45:07,500104097,YouBike2.0_士林區農會社子分部,士林區,5,3,8,營運中,社子街162號旁,25.08912,121.5049
2026-01-26 10:45:07,500104098,YouBike2.0_承德劍潭路口,士林區,3,16,19,營運中,承德路四段與劍潭路口西側,25.0841,121.52341
2026-01-26 10:45:07,500104099,YouBike2.0_文林路101巷口,士林區,6,11,17,營運中,文林路100號前,25.08761,121.52608
2026-01-26 10:45:07,500104100,YouBike2.0_延平北路五段257巷15弄口,士林區,7,4,11,營運中,葫蘆街184號對側,25.08408,121.50959
2026-01-26 10:45:07,500104101,YouBike2.0_延平北路五段257巷4弄口,士林區,8,7,15,營運中,延平北路五段257巷17號前,25.08471,121.5089
2026-01-26 10:45:07,500104102,YouBike2.0_啟明學校,士林區,9,7,16,營運中,忠誠路二段200號(新光三越天母店)對側,25.11742,121.53472
2026-01-26 10:45:07,500104103,YouBike2.0_中山福國路口,士林區,0,14,14,營運中,中山北路五段837號前,25.10203,121.52561
2026-01-26 10:45:07,500104104,YouBike2.0_德行公園,士林區,6,8,14,營運中,德行西路33號對側,25.10585,121.52376
2026-01-26 10:45:07,500104105,YouBike2.0_承德後港街口,士林區,8,12,20,營運中,承德路四段/後港街口,25.08238,121.52309
2026-01-26 10:45:07,500104106,YouBike2.0_中山北路五段698巷口,士林區,2,13,15,營運中,中山北路五段692號前,25.09765,121.52757
2026-01-26 10:45:07,500104107,YouBike2.0_捷運士林站(1號出口),士林區,28,9,38,營運中,中正路236巷/中正路口,25.09561,121.52552
2026-01-26 10:45:07,500104108,YouBike2.0_捷運芝山站(2號出口)_1,士林區,39,23,62,營運中,福華路/福華路162巷(東南側),25.10336,121.52263
2026-01-26 10:45:07,500104109,YouBike2.0_銘傳大學(中山北路五段280巷口),士林區,6,17,23,營運中,中山北路五段280巷口,25.08762,121.52711
2026-01-26 10:45:07,500104110,YouBike2.0_海光公園南側,士林區,10,2,12,營運中,葫蘆街79號對側公園,25.08036,121.5084
2026-01-26 10:45:07,500104111,YouBike2.0_士商路40巷口,士林區,9,5,15,營運中,士商路40巷2號旁,25.09013,121.52054
2026-01-26 10:45:07,500104112,YouBike2.0_劍潭郵局,士林區,9,23,32,營運中,基河路/承德路四段77巷口(捷運橋下),25.08182,121.52431
2026-01-26 10:45:07,500104113,YouBike2.0_士東路91巷口,士林區,0,15,16,營運中,士東路91巷3號旁,25.11247,121.52914
2026-01-26 10:45:07,500104114,YouBike2.0_美崙公園,士林區,14,8,22,營運中,美崙街118號斜對面人行道,25.09677,121.51931
2026-01-26 10:45:07,500104115,YouBike2.0_臺北市立大學(忠誠路二段207巷),士林區,7,10,17,營運中,忠誠路二段207巷/士東路299巷口,25.11642,121.53743
2026-01-26 10:45:07,500104116,YouBike2.0_天母東路8巷/忠誠路二段154巷口,士林區,1,24,25,營運中,天母東路8巷57號對側,25.11579,121.53113
2026-01-26 10:45:07,500104117,YouBike2.0_美崙公園(東北側),士林區,11,14,25,營運中,文林路587巷115號對側,25.09886,121.51835
2026-01-26 10:45:07,500104118,YouBike2.0_福安河濱公園,士林區,11,3,14,營運中,延平北路七段145巷45號斜對面,25.09646,121.49358
2026-01-26 10:45:07,500104119,YouBike2.0_忠誠忠義街口(北側),士林區,0,13,13,營運中,忠誠路一段125號前,25.10566,121.52922
2026-01-26 10:45:07,500104120,YouBike2.0_忠誠忠義街口(南側),士林區,8,6,14,營運中,忠誠路一段109號前,25.10519,121.52869
2026-01-26 10:45:07,500104121,YouBike2.0_士林國小,士林區,14,1,15,營運中,福德路與福德路48巷口,25.09204,121.52472
2026-01-26 10:45:07,500104122,YouBike2.0_雙溪濕地公園,士林區,2,13,15,營運中,承德路五段與承德路五段150巷口西南側,25.09762,121.51321
2026-01-26 10:45:07,500104123,YouBike2.0_劍潭海外青年活動中心(志清大樓),士林區,14,16,30,營運中,中山北路四段16號(志清大樓旁),25.07793,121.52357
2026-01-26 10:45:07,500104124,YouBike2.0_天和一號公園,士林區,1,14,15,營運中,天母東路69巷/天母東路,25.11836,121.53466
2026-01-26 10:45:07,500104125,YouBike2.0_忠誠路二段178巷口,士林區,10,5,15,營運中,忠誠路二段178巷13號對面,25.11633,121.53295
2026-01-26 10:45:07,500104126,YouBike2.0_克強磺溪街口,士林區,3,21,24,營運中,克強路與磺溪街口西南側,25.10893,121.52319
2026-01-26 10:45:07,500104128,YouBike2.0_蘭雅公園(西側),士林區,1,13,15,營運中,德行東路109巷75號東側,25.10985,121.52859
2026-01-26 10:45:07,500104129,YouBike2.0_福林路100巷77弄口,士林區,10,7,18,營運中,福林路100巷/福林路100巷77弄,25.09441,121.53285
2026-01-26 10:45:07,500104130,YouBike2.0_福林路100巷11弄口,士林區,6,9,15,營運中,福林路100巷11弄/福林路100巷77弄,25.09601,121.53262
2026-01-26 10:45:07,500104131,YouBike2.0_重慶北路四段190巷口(通河西街側),士林區,10,4,16,營運中,通河西街一段92號對側,25.0848,121.51253
2026-01-26 10:45:07,500104132,YouBike2.0_承德區民活動中心,士林區,1,24,25,營運中,承德路四段5-1號(前),25.07892,121.52157
2026-01-26 10:45:07,500104133,YouBike2.0_福林路255巷口,士林區,12,6,18,營運中,福林路255巷口,25.09854,121.53528
2026-01-26 10:45:07,500104134,YouBike2.0_中山北路五段378巷口,士林區,14,13,27,營運中,中山北路五段380號(前),25.09064,121.52765
2026-01-26 10:45:07,500104135,YouBike2.0_中山北路六段405巷,士林區,0,21,21,營運中,中山北路六段405巷60-3號(前),25.11576,121.52693
2026-01-26 10:45:07,500104136,YouBike2.0_圓山育樂中心,士林區,4,18,22,營運中,中山北路五段6號(前),25.08248,121.52548
2026-01-26 10:45:07,500104137,YouBike2.0_至善公園,士林區,6,19,25,營運中,至善路/福林路254巷(北側),25.09862,121.53749
2026-01-26 10:45:07,500104138,YouBike2.0_社子島抽水站,士林區,4,11,15,營運中,延平北路七段106巷353號前,25.10844,121.49552
2026-01-26 10:45:07,500104139,YouBike2.0_中山北路六段427巷口,士林區,1,11,12,營運中,中山北路六段423號(前),25.11383,121.52698
2026-01-26 10:45:07,500104140,YouBike2.0_士林分局,士林區,0,22,24,營運中,文林路235號(旁),25.09033,121.52687
2026-01-26 10:45:07,500104141,YouBike2.0_忠誠路二段98巷口,士林區,9,15,24,營運中,忠誠路二段96號(前),25.113,121.53128
2026-01-26 10:45:07,500104142,YouBike2.0_東吳大學,士林區,9,13,22,營運中,臨溪路70號,25.095,121.54521
2026-01-26 10:45:07,500104143,YouBike2.0_福志公園,士林區,13,9,22,營運中,雨農路100巷20號旁,25.10022,121.53438
2026-01-26 10:45:07,500104144,YouBike2.0_德行東路331巷口,士林區,1,13,14,營運中,德行東路331巷6號前,25.1106,121.53759
2026-01-26 10:45:07,500104145,YouBike2.0_天母北路87巷9弄,士林區,16,4,20,營運中,天母北路87巷9弄5號,25.12207,121.52731
2026-01-26 10:45:07,500104146,YouBike2.0_重慶北路四段108號(通河西街側),士林區,9,8,17,營運中,重慶北路四段108號,25.08294,121.51293
2026-01-26 10:45:07,500104147,YouBike2.0_臺灣戲曲中心(文林德行西路口),士林區,15,12,27,營運中,文林路/德行西路口(西南側),25.10288,121.5197
2026-01-26 10:45:07,500104148,YouBike2.0_中山北路六段252巷口,士林區,1,9,10,營運中,中山北路六段248號(前),25.10926,121.52544
2026-01-26 10:45:07,500104149,YouBike2.0_志成中正路口,士林區,0,15,17,營運中,志成街21號(對面),25.09655,121.53016
2026-01-26 10:45:07,500104150,YouBike2.0_承德中正路口,士林區,11,7,18,營運中,中正路525號(對面),25.09076,121.51708
2026-01-26 10:45:07,500104151,YouBike2.0_士商中正路口(西南側),士林區,6,14,20,營運中,士商路94號(旁),25.09149,121.51934
2026-01-26 10:45:07,500103001,YouBike2.0_延平國宅,大同區,20,18,41,營運中,延平北路五段1-1號(對面),25.07894,121.51121
2026-01-26 10:45:07,500103002,YouBike2.0_臺北市立圖書館大同分館,大同區,12,28,40,營運中,重慶北路三段318號旁,25.0741,121.51349
2026-01-26 10:45:07,500103003,YouBike2.0_合昌宮,大同區,10,5,15,營運中,環河北路二段371號旁,25.07717,121.50934
2026-01-26 10:45:07,500103004,YouBike2.0_民族延平路口,大同區,22,14,36,營運中,延平北路三段123號北側,25.06864,121.5107
2026-01-26 10:45:07,500103005,YouBike2.0_重慶酒泉街口,大同區,21,23,44,營運中,重慶北路三段260號前,25.07158,121.51368
2026-01-26 10:45:07,500103006,YouBike2.0_樹德公園,大同區,1,13,14,營運中,大龍街85巷12號對側,25.06647,121.5165
2026-01-26 10:45:07,500103007,YouBike2.0_陳天來故居,大同區,6,7,16,營運中,西寧北路112號前方,25.05601,121.50895
2026-01-26 10:45:07,500103008,YouBike2.0_臺北孔廟,大同區,21,16,37,營運中,哈密街61號口對側人行道,25.07378,121.51583
2026-01-26 10:45:07,500103009,YouBike2.0_捷運圓山站(1號出口),大同區,40,41,81,營運中,捷運圓山站(1號出口)東側,25.07133,121.52024
2026-01-26 10:45:07,500103010,YouBike2.0_酒泉延平路口,大同區,16,1,17,營運中,酒泉街235號前,25.0722,121.51057
2026-01-26 10:45:07,500103011,YouBike2.0_重慶國中,大同區,6,58,64,營運中,敦煌路19號前,25.07567,121.51862
2026-01-26 10:45:07,500103012,YouBike2.0_重慶北路三段383巷口,大同區,6,27,34,營運中,敦煌路與重慶北路三段383巷口,25.07598,121.51409
2026-01-26 10:45:07,500103013,YouBike2.0_台北數位產業園區,大同區,1,23,24,營運中,承德路三段287號前方,25.07447,121.52003
2026-01-26 10:45:07,500103019,YouBike2.0_民權延平路口(西北側),大同區,0,19,20,營運中,民權西路239號前方,25.06326,121.51099
2026-01-26 10:45:07,500103020,YouBike2.0_民權迪化街口,大同區,5,39,45,營運中,民權西路與迪化街一段口(橋墩下),25.06327,121.50943
2026-01-26 10:45:07,500103021,YouBike2.0_大稻埕公園,大同區,26,8,35,營運中,安西街1巷7號(對側),25.05915,121.51033
2026-01-26 10:45:07,500103022,YouBike2.0_大龍老人住宅,大同區,1,13,14,營運中,民族西路82號前方,25.06853,121.51729
2026-01-26 10:45:07,500103023,YouBike2.0_大龍峒社會住宅,大同區,12,22,34,營運中,承德路三段210號旁,25.0708,121.51826
2026-01-26 10:45:07,500103024,YouBike2.0_捷運大橋頭站(2號出口),大同區,2,55,57,營運中,捷運大橋頭站(2號出口)西側,25.06314,121.51308
2026-01-26 10:45:07,500103025,YouBike2.0_捷運大橋頭站(1A出口),大同區,2,28,30,營運中,民權西路237號旁,25.06325,121.51162
2026-01-26 10:45:07,500103026,YouBike2.0_捷運民權西路站(2號出口),大同區,0,25,25,營運中,捷運民權西路站(2號出口)西側,25.06174,121.51969
2026-01-26 10:45:07,500103027,YouBike2.0_捷運雙連站(2號出口),大同區,19,22,41,營運中,萬全街22號對面,25.05826,121.52063
2026-01-26 10:45:07,500103028,YouBike2.0_捷運北門站(3號出口),大同區,23,62,86,營運中,塔城街與鄭州路口西南側,25.04991,121.5104
2026-01-26 10:45:07,500103029,YouBike2.0_朝陽公園,大同區,9,1,10,營運中,重慶北路二段62-1號旁,25.05592,121.51367
2026-01-26 10:45:07,500103030,YouBike2.0_永樂市場,大同區,7,27,36,營運中,南京西路233巷103號旁,25.05454,121.51052
2026-01-26 10:45:07,500103031,YouBike2.0_大龍公園,大同區,0,26,26,營運中,大龍街217號對側,25.07049,121.51596
2026-01-26 10:45:07,500103032,YouBike2.0_重慶涼州街口,大同區,11,2,13,營運中,重慶北路二段180號旁,25.06054,121.51338
2026-01-26 10:45:07,500103033,YouBike2.0_圓山線形公園,大同區,1,25,26,營運中,玉門街/民族西路(西北側),25.06867,121.51993
2026-01-26 10:45:07,500103034,YouBike2.0_圓環站,大同區,12,19,31,營運中,重慶北路一段128號前,25.05369,121.51418
2026-01-26 10:45:07,500103035,YouBike2.0_重慶民族路口,大同區,1,31,32,營運中,重慶北路三段138號前,25.06853,121.51359
2026-01-26 10:45:07,500103036,YouBike2.0_承德路三段8巷口,大同區,1,20,21,營運中,承德路三段14號前,25.06407,121.51822
2026-01-26 10:45:07,500103037,YouBike2.0_太原廣場,大同區,10,16,31,營運中,鄭州路23號(旁),25.04925,121.51468
2026-01-26 10:45:07,500103038,YouBike2.0_國順公園,大同區,1,19,20,營運中,昌吉街117號前,25.06594,121.51078
2026-01-26 10:45:07,500103039,YouBike2.0_聯合醫院中興院區,大同區,11,37,48,營運中,長安西路299號(對面),25.05205,121.50818
2026-01-26 10:45:07,500103040,YouBike2.0_蔣渭水紀念公園,大同區,27,20,47,營運中,錦西街/興城街口(西南側),25.06011,121.51729
2026-01-26 10:45:07,500103041,YouBike2.0_迪化休閒運動公園,大同區,16,15,31,營運中,延平北路四段200號(南側),25.07491,121.5115
2026-01-26 10:45:07,500103042,YouBike2.0_大同運動中心,大同區,1,15,16,營運中,大龍街51號(旁),25.06496,121.51608
2026-01-26 10:45:07,500103043,YouBike2.0_重慶保安街口(家樂福重慶店),大同區,1,19,20,營運中,重慶北路二段171號(旁),25.05918,121.51373
2026-01-26 10:45:07,500103044,YouBike2.0_大稻埕碼頭,大同區,26,26,52,營運中,大稻埕疏散門(淡五號水門)外,25.05662,121.50783
2026-01-26 10:45:07,500103045,YouBike2.0_歸綏戲曲公園,大同區,3,22,25,營運中,重慶北路二段/歸綏街口(南側),25.05805,121.51353
2026-01-26 10:45:07,500103046,YouBike2.0_民權國中(民權西路),大同區,0,25,25,營運中,民權西路/蘭州街(西側),25.06322,121.5144
2026-01-26 10:45:07,500103047,YouBike2.0_承德民權路口,大同區,4,32,36,營運中,承德路二段239號前,25.06247,121.51839
2026-01-26 10:45:07,500103048,YouBike2.0_南京太原路口,大同區,3,23,29,營運中,南京西路/太原路(東側),25.05366,121.51638
2026-01-26 10:45:07,500103049,YouBike2.0_承德民生西路口,大同區,6,12,19,營運中,承德路二段137號前,25.05756,121.51828
2026-01-26 10:45:07,500103050,YouBike2.0_太原五原路口,大同區,19,20,39,營運中,太原路 / 五原路口(東南側),25.05646,121.51698
2026-01-26 10:45:07,500103051,YouBike2.0_臺北轉運站(華陰街),大同區,10,10,20,營運中,華陰街45號(對面),25.04937,121.51914
2026-01-26 10:45:07,500103052,YouBike2.0_捷運民權西路站(3號出口),大同區,1,49,50,營運中,民權西路70巷37號對面,25.06129,121.52021
2026-01-26 10:45:07,500103053,YouBike2.0_捷運中山站(5號出口),大同區,3,15,18,營運中,南京西路57號前,25.05296,121.51938
2026-01-26 10:45:07,500103054,YouBike2.0_重慶長安路口,大同區,8,13,21,營運中,長安西路244號(重慶路側),25.0515,121.51398
